Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(80; 1, 22)";6;4,22785;160;23377
"C(80; 2, 29)";6;4,22785;160;23377
"C(80; 3, 14)";6;4,22785;160;23377
"C(80; 6, 7)";6;4,22785;160;23377
"C(80; 13, 34)";6;4,22785;160;23377
"C(80; 14, 37)";6;4,22785;160;23377
"C(80; 17, 26)";6;4,22785;160;23377
"C(80; 18, 19)";6;4,22785;160;23377
"C(80; 18, 21)";6;4,22785;160;23377
"C(80; 23, 26)";6;4,22785;160;23377
"C(80; 27, 34)";6;4,22785;160;23377
"C(80; 31, 38)";6;4,22785;160;23377
