Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(274; 1, 26)";12;7,80952;548;2714763
"C(274; 3, 78)";12;7,80952;548;2714763
"C(274; 5, 130)";12;7,80952;548;2714763
"C(274; 7, 92)";12;7,80952;548;2714763
"C(274; 8, 53)";12;7,80952;548;2714763
"C(274; 9, 40)";12;7,80952;548;2714763
"C(274; 11, 12)";12;7,80952;548;2714763
"C(274; 13, 64)";12;7,80952;548;2714763
"C(274; 15, 116)";12;7,80952;548;2714763
"C(274; 16, 31)";12;7,80952;548;2714763
"C(274; 18, 85)";12;7,80952;548;2714763
"C(274; 20, 73)";12;7,80952;548;2714763
"C(274; 22, 43)";12;7,80952;548;2714763
"C(274; 23, 50)";12;7,80952;548;2714763
"C(274; 24, 115)";12;7,80952;548;2714763
"C(274; 25, 102)";12;7,80952;548;2714763
"C(274; 27, 120)";12;7,80952;548;2714763
"C(274; 29, 68)";12;7,80952;548;2714763
"C(274; 30, 41)";12;7,80952;548;2714763
"C(274; 32, 75)";12;7,80952;548;2714763
"C(274; 33, 36)";12;7,80952;548;2714763
"C(274; 34, 83)";12;7,80952;548;2714763
"C(274; 35, 88)";12;7,80952;548;2714763
"C(274; 37, 134)";12;7,80952;548;2714763
"C(274; 38, 125)";12;7,80952;548;2714763
"C(274; 39, 82)";12;7,80952;548;2714763
"C(274; 42, 107)";12;7,80952;548;2714763
"C(274; 44, 51)";12;7,80952;548;2714763
"C(274; 46, 65)";12;7,80952;548;2714763
"C(274; 47, 126)";12;7,80952;548;2714763
"C(274; 48, 93)";12;7,80952;548;2714763
"C(274; 49, 96)";12;7,80952;548;2714763
"C(274; 52, 135)";12;7,80952;548;2714763
"C(274; 55, 60)";12;7,80952;548;2714763
"C(274; 56, 97)";12;7,80952;548;2714763
"C(274; 58, 61)";12;7,80952;548;2714763
"C(274; 59, 110)";12;7,80952;548;2714763
"C(274; 66, 129)";12;7,80952;548;2714763
"C(274; 67, 98)";12;7,80952;548;2714763
"C(274; 69, 124)";12;7,80952;548;2714763
"C(274; 70, 87)";12;7,80952;548;2714763
"C(274; 71, 72)";12;7,80952;548;2714763
"C(274; 76, 113)";12;7,80952;548;2714763
"C(274; 77, 84)";12;7,80952;548;2714763
"C(274; 79, 136)";12;7,80952;548;2714763
"C(274; 80, 119)";12;7,80952;548;2714763
"C(274; 81, 86)";12;7,80952;548;2714763
"C(274; 89, 122)";12;7,80952;548;2714763
"C(274; 90, 123)";12;7,80952;548;2714763
"C(274; 91, 100)";12;7,80952;548;2714763
"C(274; 94, 109)";12;7,80952;548;2714763
"C(274; 99, 108)";12;7,80952;548;2714763
"C(274; 104, 133)";12;7,80952;548;2714763
"C(274; 111, 128)";12;7,80952;548;2714763
"C(274; 118, 131)";12;7,80952;548;2714763
"C(274; 121, 132)";12;7,80952;548;2714763
