Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(369; 1, 80)";14;9,05435;738;8134141
"C(369; 2, 83)";14;9,05435;738;8134141
"C(369; 4, 49)";14;9,05435;738;8134141
"C(369; 4, 166)";14;9,05435;738;8134141
"C(369; 5, 23)";14;9,05435;738;8134141
"C(369; 5, 31)";14;9,05435;738;8134141
"C(369; 7, 106)";14;9,05435;738;8134141
"C(369; 7, 178)";14;9,05435;738;8134141
"C(369; 8, 37)";14;9,05435;738;8134141
"C(369; 8, 98)";14;9,05435;738;8134141
"C(369; 10, 46)";14;9,05435;738;8134141
"C(369; 10, 62)";14;9,05435;738;8134141
"C(369; 13, 14)";14;9,05435;738;8134141
"C(369; 13, 67)";14;9,05435;738;8134141
"C(369; 16, 74)";14;9,05435;738;8134141
"C(369; 17, 116)";14;9,05435;738;8134141
"C(369; 17, 152)";14;9,05435;738;8134141
"C(369; 19, 44)";14;9,05435;738;8134141
"C(369; 20, 92)";14;9,05435;738;8134141
"C(369; 22, 85)";14;9,05435;738;8134141
"C(369; 22, 175)";14;9,05435;738;8134141
"C(369; 23, 32)";14;9,05435;738;8134141
"C(369; 25, 115)";14;9,05435;738;8134141
"C(369; 26, 28)";14;9,05435;738;8134141
"C(369; 26, 134)";14;9,05435;738;8134141
"C(369; 28, 55)";14;9,05435;738;8134141
"C(369; 31, 103)";14;9,05435;738;8134141
"C(369; 32, 148)";14;9,05435;738;8134141
"C(369; 34, 65)";14;9,05435;738;8134141
"C(369; 35, 152)";14;9,05435;738;8134141
"C(369; 35, 161)";14;9,05435;738;8134141
"C(369; 38, 101)";14;9,05435;738;8134141
"C(369; 40, 121)";14;9,05435;738;8134141
"C(369; 40, 184)";14;9,05435;738;8134141
"C(369; 43, 119)";14;9,05435;738;8134141
"C(369; 43, 124)";14;9,05435;738;8134141
"C(369; 44, 170)";14;9,05435;738;8134141
"C(369; 46, 64)";14;9,05435;738;8134141
"C(369; 47, 70)";14;9,05435;738;8134141
"C(369; 47, 79)";14;9,05435;738;8134141
"C(369; 49, 139)";14;9,05435;738;8134141
"C(369; 50, 59)";14;9,05435;738;8134141
"C(369; 52, 56)";14;9,05435;738;8134141
"C(369; 52, 101)";14;9,05435;738;8134141
"C(369; 53, 170)";14;9,05435;738;8134141
"C(369; 55, 116)";14;9,05435;738;8134141
"C(369; 56, 110)";14;9,05435;738;8134141
"C(369; 58, 157)";14;9,05435;738;8134141
"C(369; 59, 77)";14;9,05435;738;8134141
"C(369; 61, 83)";14;9,05435;738;8134141
"C(369; 61, 133)";14;9,05435;738;8134141
"C(369; 64, 73)";14;9,05435;738;8134141
"C(369; 65, 70)";14;9,05435;738;8134141
"C(369; 67, 175)";14;9,05435;738;8134141
"C(369; 68, 95)";14;9,05435;738;8134141
"C(369; 71, 179)";14;9,05435;738;8134141
"C(369; 74, 119)";14;9,05435;738;8134141
"C(369; 76, 176)";14;9,05435;738;8134141
"C(369; 77, 113)";14;9,05435;738;8134141
"C(369; 79, 142)";14;9,05435;738;8134141
"C(369; 85, 158)";14;9,05435;738;8134141
"C(369; 86, 121)";14;9,05435;738;8134141
"C(369; 86, 131)";14;9,05435;738;8134141
"C(369; 89, 109)";14;9,05435;738;8134141
"C(369; 91, 98)";14;9,05435;738;8134141
"C(369; 91, 100)";14;9,05435;738;8134141
"C(369; 92, 128)";14;9,05435;738;8134141
"C(369; 94, 140)";14;9,05435;738;8134141
"C(369; 95, 149)";14;9,05435;738;8134141
"C(369; 97, 151)";14;9,05435;738;8134141
"C(369; 100, 118)";14;9,05435;738;8134141
"C(369; 103, 122)";14;9,05435;738;8134141
"C(369; 104, 112)";14;9,05435;738;8134141
"C(369; 104, 167)";14;9,05435;738;8134141
"C(369; 107, 172)";14;9,05435;738;8134141
"C(369; 109, 136)";14;9,05435;738;8134141
"C(369; 110, 137)";14;9,05435;738;8134141
"C(369; 112, 149)";14;9,05435;738;8134141
"C(369; 115, 160)";14;9,05435;738;8134141
"C(369; 118, 154)";14;9,05435;738;8134141
"C(369; 125, 163)";14;9,05435;738;8134141
"C(369; 127, 172)";14;9,05435;738;8134141
"C(369; 128, 146)";14;9,05435;738;8134141
"C(369; 130, 140)";14;9,05435;738;8134141
"C(369; 133, 169)";14;9,05435;738;8134141
"C(369; 136, 179)";14;9,05435;738;8134141
"C(369; 143, 154)";14;9,05435;738;8134141
"C(369; 145, 161)";14;9,05435;738;8134141
"C(369; 146, 155)";14;9,05435;738;8134141
"C(369; 151, 178)";14;9,05435;738;8134141
"C(369; 169, 182)";14;9,05435;738;8134141
"C(369; 173, 182)";14;9,05435;738;8134141
