Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 18, 22);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 23);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 24);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 17);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 18);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 23);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 19);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 24);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 20);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 21);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15);2;1.469388;15373;650
50;C(50, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 22);2;1.469388;15373;650
