Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
25;C(25, 1, 2, 3, 4, 5, 6);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 7);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 5, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 7);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 6, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 4, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 7);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 6, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 5, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 7, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 9, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 9, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 3, 10, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 7);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 8, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 8);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 3, 9, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 11);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 6, 12);2;1.5;1;150
25;C(25, 1, 2, 3, 6, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 5, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 4, 9, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 9, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 9, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 10, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 7, 8);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 7, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 7, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 7, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 6, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 7, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 9, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 9, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 9, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 7, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 10, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 4, 8, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 6, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 8, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 8, 9);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 8, 10);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 8, 11);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 10, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 8, 12);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 10, 12);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 9, 11);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 9, 10);2;1.5;1;150
25;C(25, 1, 2, 6, 7, 11, 12);2;1.5;1;150
25;C(25, 1, 2, 7, 8, 9, 12);2;1.5;1;150
25;C(25, 1, 2, 5, 7, 9, 11);2;1.5;1;150
