Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 21);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 24);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 22);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 25);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 23);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 24);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 25);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 18, 19);2;1.490196;33203;676
52;C(52, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 23);2;1.490196;33203;676
