Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
375;C(375, 1, 6, 22, 85, 138);4;3.197861;3574106;1875
375;C(375, 1, 6, 26, 112, 167);4;3.197861;3574106;1875
375;C(375, 1, 6, 27, 128, 169);4;3.197861;3574106;1875
375;C(375, 1, 6, 28, 98, 164);4;3.197861;3574106;1875
375;C(375, 1, 6, 32, 87, 133);4;3.197861;3574106;1875
375;C(375, 1, 6, 36, 81, 136);4;3.197861;3574106;1875
375;C(375, 1, 6, 37, 52, 152);4;3.197861;3574106;1875
375;C(375, 1, 6, 40, 135, 156);4;3.197861;3574106;1875
375;C(375, 1, 6, 42, 57, 175);4;3.197861;3574106;1875
375;C(375, 1, 6, 47, 62, 175);4;3.197861;3574106;1875
375;C(375, 1, 6, 47, 133, 159);4;3.197861;3574106;1875
375;C(375, 1, 6, 50, 136, 167);4;3.197861;3574106;1875
375;C(375, 1, 6, 54, 93, 118);4;3.197861;3574106;1875
375;C(375, 1, 6, 54, 135, 151);4;3.197861;3574106;1875
375;C(375, 1, 6, 63, 89, 168);4;3.197861;3574106;1875
375;C(375, 1, 6, 63, 161, 176);4;3.197861;3574106;1875
375;C(375, 1, 6, 72, 100, 120);4;3.197861;3574106;1875
375;C(375, 1, 6, 73, 96, 130);4;3.197861;3574106;1875
375;C(375, 1, 6, 77, 118, 163);4;3.197861;3574106;1875
375;C(375, 1, 6, 79, 135, 180);4;3.197861;3574106;1875
375;C(375, 1, 7, 25, 129, 158);4;3.197861;3574106;1875
375;C(375, 1, 7, 30, 93, 112);4;3.197861;3574106;1875
375;C(375, 1, 7, 30, 134, 153);4;3.197861;3574106;1875
375;C(375, 1, 7, 31, 121, 174);4;3.197861;3574106;1875
375;C(375, 1, 7, 31, 143, 154);4;3.197861;3574106;1875
375;C(375, 1, 7, 32, 76, 163);4;3.197861;3574106;1875
375;C(375, 1, 7, 33, 44, 157);4;3.197861;3574106;1875
375;C(375, 1, 7, 34, 57, 161);4;3.197861;3574106;1875
375;C(375, 1, 7, 36, 76, 175);4;3.197861;3574106;1875
375;C(375, 1, 7, 39, 107, 142);4;3.197861;3574106;1875
375;C(375, 1, 7, 40, 57, 149);4;3.197861;3574106;1875
375;C(375, 1, 7, 41, 99, 110);4;3.197861;3574106;1875
375;C(375, 1, 7, 43, 62, 151);4;3.197861;3574106;1875
375;C(375, 1, 7, 43, 66, 98);4;3.197861;3574106;1875
375;C(375, 1, 7, 43, 97, 116);4;3.197861;3574106;1875
375;C(375, 1, 7, 45, 119, 153);4;3.197861;3574106;1875
375;C(375, 1, 7, 49, 102, 131);4;3.197861;3574106;1875
375;C(375, 1, 7, 60, 71, 100);4;3.197861;3574106;1875
375;C(375, 1, 8, 28, 69, 142);4;3.197861;3574106;1875
375;C(375, 1, 8, 28, 108, 154);4;3.197861;3574106;1875
375;C(375, 1, 8, 29, 84, 136);4;3.197861;3574106;1875
375;C(375, 1, 8, 30, 110, 166);4;3.197861;3574106;1875
375;C(375, 1, 8, 45, 58, 178);4;3.197861;3574106;1875
375;C(375, 1, 8, 48, 61, 147);4;3.197861;3574106;1875
375;C(375, 1, 8, 48, 100, 121);4;3.197861;3574106;1875
375;C(375, 1, 8, 62, 101, 144);4;3.197861;3574106;1875
375;C(375, 1, 8, 72, 140, 181);4;3.197861;3574106;1875
375;C(375, 1, 8, 73, 86, 113);4;3.197861;3574106;1875
375;C(375, 1, 8, 81, 136, 181);4;3.197861;3574106;1875
375;C(375, 1, 8, 87, 109, 146);4;3.197861;3574106;1875
375;C(375, 1, 8, 131, 153, 165);4;3.197861;3574106;1875
375;C(375, 1, 9, 22, 98, 146);4;3.197861;3574106;1875
375;C(375, 1, 9, 31, 82, 117);4;3.197861;3574106;1875
375;C(375, 1, 9, 39, 101, 114);4;3.197861;3574106;1875
375;C(375, 1, 9, 47, 118, 170);4;3.197861;3574106;1875
375;C(375, 1, 9, 48, 92, 171);4;3.197861;3574106;1875
375;C(375, 1, 9, 53, 66, 91);4;3.197861;3574106;1875
375;C(375, 1, 9, 53, 86, 100);4;3.197861;3574106;1875
