N,K,S,diameter,averageShortestPathLength,edges
911,4,C(911; 1; 16; 267; 352),7,4.723076923076923,3644
911,4,C(911; 1; 17; 58; 374),7,4.723076923076923,3644
911,4,C(911; 1; 22; 57; 268),7,4.723076923076923,3644
911,4,C(911; 1; 26; 200; 292),7,4.723076923076923,3644
911,4,C(911; 1; 27; 318; 379),7,4.723076923076923,3644
911,4,C(911; 1; 35; 199; 288),7,4.723076923076923,3644
911,4,C(911; 1; 41; 129; 155),7,4.723076923076923,3644
911,4,C(911; 1; 44; 95; 207),7,4.723076923076923,3644
911,4,C(911; 1; 78; 113; 206),7,4.723076923076923,3644
911,4,C(911; 1; 90; 106; 129),7,4.723076923076923,3644
911,4,C(911; 1; 113; 135; 149),7,4.723076923076923,3644
911,4,C(911; 1; 214; 262; 415),7,4.723076923076923,3644
