N,K,S,diameter,averageShortestPathLength,edges
1013,4,C(1013; 1; 10; 295; 388),7,4.863636363636363,4052
1013,4,C(1013; 1; 45; 73; 286),7,4.863636363636363,4052
1013,4,C(1013; 1; 45; 246; 299),7,4.863636363636363,4052
1013,4,C(1013; 1; 70; 111; 343),7,4.863636363636363,4052
1013,4,C(1013; 1; 90; 290; 354),7,4.863636363636363,4052
1013,4,C(1013; 1; 113; 255; 349),7,4.863636363636363,4052
1013,4,C(1013; 1; 139; 447; 484),7,4.863636363636363,4052
1013,4,C(1013; 1; 182; 206; 294),7,4.863636363636363,4052
1013,4,C(1013; 1; 186; 251; 481),7,4.863636363636363,4052
1013,4,C(1013; 1; 235; 348; 483),7,4.863636363636363,4052
1013,4,C(1013; 1; 304; 444; 477),7,4.863636363636363,4052
1013,4,C(1013; 1; 393; 443; 464),7,4.863636363636363,4052
