N,K,S,diameter,averageShortestPathLength,edges
186,4,C(186; 1; 6; 22; 75),4,3.0486486486486486,744
186,4,C(186; 1; 6; 29; 83),4,3.0486486486486486,744
186,4,C(186; 1; 6; 32; 54),4,3.0486486486486486,744
186,4,C(186; 1; 6; 38; 53),4,3.0486486486486486,744
186,4,C(186; 1; 6; 50; 76),4,3.0486486486486486,744
186,4,C(186; 1; 6; 55; 85),4,3.0486486486486486,744
186,4,C(186; 1; 7; 24; 75),4,3.0486486486486486,744
186,4,C(186; 1; 7; 25; 66),4,3.0486486486486486,744
186,4,C(186; 1; 7; 30; 49),4,3.0486486486486486,744
186,4,C(186; 1; 7; 42; 80),4,3.0486486486486486,744
186,4,C(186; 1; 7; 53; 84),4,3.0486486486486486,744
186,4,C(186; 1; 8; 35; 56),4,3.0486486486486486,744
186,4,C(186; 1; 9; 32; 69),4,3.0486486486486486,744
186,4,C(186; 1; 9; 40; 55),4,3.0486486486486486,744
186,4,C(186; 1; 9; 40; 86),4,3.0486486486486486,744
186,4,C(186; 1; 9; 41; 70),4,3.0486486486486486,744
186,4,C(186; 1; 9; 64; 78),4,3.0486486486486486,744
186,4,C(186; 1; 10; 57; 90),4,3.0486486486486486,744
186,4,C(186; 1; 11; 26; 84),4,3.0486486486486486,744
186,4,C(186; 1; 11; 50; 80),4,3.0486486486486486,744
186,4,C(186; 1; 11; 60; 85),4,3.0486486486486486,744
186,4,C(186; 1; 11; 72; 79),4,3.0486486486486486,744
186,4,C(186; 1; 12; 19; 53),4,3.0486486486486486,744
186,4,C(186; 1; 12; 39; 44),4,3.0486486486486486,744
186,4,C(186; 1; 13; 33; 42),4,3.0486486486486486,744
186,4,C(186; 1; 13; 34; 64),4,3.0486486486486486,744
186,4,C(186; 1; 13; 35; 54),4,3.0486486486486486,744
186,4,C(186; 1; 15; 26; 90),4,3.0486486486486486,744
186,4,C(186; 1; 15; 34; 40),4,3.0486486486486486,744
186,4,C(186; 1; 15; 38; 64),4,3.0486486486486486,744
186,4,C(186; 1; 15; 51; 56),4,3.0486486486486486,744
186,4,C(186; 1; 16; 36; 60),4,3.0486486486486486,744
186,4,C(186; 1; 16; 66; 75),4,3.0486486486486486,744
186,4,C(186; 1; 16; 70; 75),4,3.0486486486486486,744
186,4,C(186; 1; 17; 41; 78),4,3.0486486486486486,744
186,4,C(186; 1; 17; 43; 90),4,3.0486486486486486,744
186,4,C(186; 1; 17; 58; 80),4,3.0486486486486486,744
186,4,C(186; 1; 17; 60; 70),4,3.0486486486486486,744
186,4,C(186; 1; 18; 23; 89),4,3.0486486486486486,744
186,4,C(186; 1; 18; 24; 88),4,3.0486486486486486,744
186,4,C(186; 1; 18; 25; 65),4,3.0486486486486486,744
186,4,C(186; 1; 19; 45; 86),4,3.0486486486486486,744
186,4,C(186; 1; 19; 60; 71),4,3.0486486486486486,744
186,4,C(186; 1; 20; 29; 45),4,3.0486486486486486,744
186,4,C(186; 1; 20; 34; 45),4,3.0486486486486486,744
186,4,C(186; 1; 20; 54; 85),4,3.0486486486486486,744
186,4,C(186; 1; 21; 30; 56),4,3.0486486486486486,744
186,4,C(186; 1; 21; 34; 79),4,3.0486486486486486,744
186,4,C(186; 1; 22; 38; 48),4,3.0486486486486486,744
186,4,C(186; 1; 23; 28; 36),4,3.0486486486486486,744
186,4,C(186; 1; 23; 29; 42),4,3.0486486486486486,744
186,4,C(186; 1; 23; 36; 53),4,3.0486486486486486,744
186,4,C(186; 1; 23; 60; 76),4,3.0486486486486486,744
186,4,C(186; 1; 24; 30; 40),4,3.0486486486486486,744
186,4,C(186; 1; 24; 35; 65),4,3.0486486486486486,744
186,4,C(186; 1; 24; 41; 77),4,3.0486486486486486,744
186,4,C(186; 1; 24; 56; 67),4,3.0486486486486486,744
186,4,C(186; 1; 25; 42; 88),4,3.0486486486486486,744
186,4,C(186; 1; 26; 33; 48),4,3.0486486486486486,744
186,4,C(186; 1; 26; 38; 43),4,3.0486486486486486,744
186,4,C(186; 1; 27; 38; 59),4,3.0486486486486486,744
186,4,C(186; 1; 27; 49; 64),4,3.0486486486486486,744
186,4,C(186; 1; 27; 64; 72),4,3.0486486486486486,744
186,4,C(186; 1; 27; 64; 76),4,3.0486486486486486,744
186,4,C(186; 1; 27; 68; 74),4,3.0486486486486486,744
186,4,C(186; 1; 29; 48; 73),4,3.0486486486486486,744
186,4,C(186; 1; 30; 35; 44),4,3.0486486486486486,744
186,4,C(186; 1; 30; 53; 69),4,3.0486486486486486,744
186,4,C(186; 1; 32; 39; 87),4,3.0486486486486486,744
186,4,C(186; 1; 36; 49; 55),4,3.0486486486486486,744
186,4,C(186; 1; 38; 81; 88),4,3.0486486486486486,744
186,4,C(186; 1; 39; 50; 65),4,3.0486486486486486,744
186,4,C(186; 1; 42; 56; 78),4,3.0486486486486486,744
186,4,C(186; 1; 42; 67; 89),4,3.0486486486486486,744
186,4,C(186; 1; 42; 74; 89),4,3.0486486486486486,744
186,4,C(186; 1; 43; 54; 69),4,3.0486486486486486,744
186,4,C(186; 1; 45; 64; 73),4,3.0486486486486486,744
186,4,C(186; 1; 48; 55; 71),4,3.0486486486486486,744
186,4,C(186; 1; 48; 59; 73),4,3.0486486486486486,744
186,4,C(186; 1; 50; 71; 81),4,3.0486486486486486,744
186,4,C(186; 1; 52; 69; 77),4,3.0486486486486486,744
186,4,C(186; 1; 54; 68; 89),4,3.0486486486486486,744
186,4,C(186; 1; 54; 71; 83),4,3.0486486486486486,744
186,4,C(186; 1; 58; 75; 83),4,3.0486486486486486,744
186,4,C(186; 1; 59; 72; 79),4,3.0486486486486486,744
186,4,C(186; 1; 64; 76; 85),4,3.0486486486486486,744
186,4,C(186; 1; 67; 77; 90),4,3.0486486486486486,744
186,4,C(186; 1; 69; 75; 86),4,3.0486486486486486,744
186,4,C(186; 1; 69; 75; 88),4,3.0486486486486486,744
186,4,C(186; 1; 72; 77; 89),4,3.0486486486486486,744
