N,K,S,diameter,averageShortestPathLength,edges
974,4,C(974; 1; 36; 81; 436),7,4.809866392600205,3896
974,4,C(974; 1; 54; 345; 479),7,4.809866392600205,3896
974,4,C(974; 1; 60; 105; 201),7,4.809866392600205,3896
974,4,C(974; 1; 61; 372; 383),7,4.809866392600205,3896
974,4,C(974; 1; 63; 116; 203),7,4.809866392600205,3896
974,4,C(974; 1; 112; 254; 404),7,4.809866392600205,3896
974,4,C(974; 1; 118; 262; 346),7,4.809866392600205,3896
974,4,C(974; 1; 193; 208; 316),7,4.809866392600205,3896
974,4,C(974; 1; 216; 306; 481),7,4.809866392600205,3896
974,4,C(974; 1; 217; 332; 392),7,4.809866392600205,3896
974,4,C(974; 1; 269; 418; 475),7,4.809866392600205,3896
974,4,C(974; 1; 295; 322; 463),7,4.809866392600205,3896
