N,K,S,diameter,averageShortestPathLength,edges
521,4,C(521; 1; 12; 195; 224),6,4.065384615384615,2084
521,4,C(521; 1; 27; 47; 179),6,4.065384615384615,2084
521,4,C(521; 1; 32; 171; 250),6,4.065384615384615,2084
521,4,C(521; 1; 33; 74; 251),6,4.065384615384615,2084
521,4,C(521; 1; 56; 133; 159),6,4.065384615384615,2084
521,4,C(521; 1; 77; 109; 176),6,4.065384615384615,2084
521,4,C(521; 1; 114; 155; 217),6,4.065384615384615,2084
521,4,C(521; 1; 121; 207; 248),6,4.065384615384615,2084
521,4,C(521; 1; 137; 168; 239),6,4.065384615384615,2084
521,4,C(521; 1; 154; 163; 233),6,4.065384615384615,2084
521,4,C(521; 1; 161; 193; 214),6,4.065384615384615,2084
521,4,C(521; 1; 203; 221; 245),6,4.065384615384615,2084
