N,K,S,diameter,averageShortestPathLength,edges
237,4,C(237; 1; 11; 53; 69),5,3.26271186440678,948
237,4,C(237; 1; 14; 39; 47),5,3.26271186440678,948
237,4,C(237; 1; 17; 48; 88),5,3.26271186440678,948
237,4,C(237; 1; 21; 35; 116),5,3.26271186440678,948
237,4,C(237; 1; 21; 37; 114),5,3.26271186440678,948
237,4,C(237; 1; 24; 57; 110),5,3.26271186440678,948
237,4,C(237; 1; 28; 39; 63),5,3.26271186440678,948
237,4,C(237; 1; 30; 76; 112),5,3.26271186440678,948
237,4,C(237; 1; 32; 39; 93),5,3.26271186440678,948
237,4,C(237; 1; 39; 67; 111),5,3.26271186440678,948
237,4,C(237; 1; 43; 91; 114),5,3.26271186440678,948
237,4,C(237; 1; 46; 102; 108),5,3.26271186440678,948
