N,K,S,diameter,averageShortestPathLength,edges
192,4,C(192; 1; 6; 22; 53),4,3.0785340314136125,768
192,4,C(192; 1; 6; 29; 49),4,3.0785340314136125,768
192,4,C(192; 1; 6; 35; 56),4,3.0785340314136125,768
192,4,C(192; 1; 6; 40; 61),4,3.0785340314136125,768
192,4,C(192; 1; 7; 25; 60),4,3.0785340314136125,768
192,4,C(192; 1; 7; 30; 49),4,3.0785340314136125,768
192,4,C(192; 1; 7; 33; 44),4,3.0785340314136125,768
192,4,C(192; 1; 7; 47; 78),4,3.0785340314136125,768
192,4,C(192; 1; 7; 55; 78),4,3.0785340314136125,768
192,4,C(192; 1; 7; 60; 83),4,3.0785340314136125,768
192,4,C(192; 1; 7; 72; 83),4,3.0785340314136125,768
192,4,C(192; 1; 8; 21; 73),4,3.0785340314136125,768
192,4,C(192; 1; 8; 27; 49),4,3.0785340314136125,768
192,4,C(192; 1; 8; 45; 71),4,3.0785340314136125,768
192,4,C(192; 1; 8; 47; 75),4,3.0785340314136125,768
192,4,C(192; 1; 8; 71; 83),4,3.0785340314136125,768
192,4,C(192; 1; 8; 73; 85),4,3.0785340314136125,768
192,4,C(192; 1; 9; 43; 56),4,3.0785340314136125,768
192,4,C(192; 1; 9; 71; 84),4,3.0785340314136125,768
192,4,C(192; 1; 11; 40; 66),4,3.0785340314136125,768
192,4,C(192; 1; 11; 42; 58),4,3.0785340314136125,768
192,4,C(192; 1; 12; 28; 61),4,3.0785340314136125,768
192,4,C(192; 1; 12; 29; 62),4,3.0785340314136125,768
192,4,C(192; 1; 12; 39; 44),4,3.0785340314136125,768
192,4,C(192; 1; 12; 41; 73),4,3.0785340314136125,768
192,4,C(192; 1; 12; 43; 71),4,3.0785340314136125,768
192,4,C(192; 1; 12; 50; 57),4,3.0785340314136125,768
192,4,C(192; 1; 12; 59; 92),4,3.0785340314136125,768
192,4,C(192; 1; 12; 73; 81),4,3.0785340314136125,768
192,4,C(192; 1; 13; 36; 44),4,3.0785340314136125,768
192,4,C(192; 1; 14; 24; 93),4,3.0785340314136125,768
192,4,C(192; 1; 14; 54; 91),4,3.0785340314136125,768
192,4,C(192; 1; 15; 20; 67),4,3.0785340314136125,768
192,4,C(192; 1; 15; 20; 72),4,3.0785340314136125,768
192,4,C(192; 1; 15; 37; 42),4,3.0785340314136125,768
192,4,C(192; 1; 15; 40; 62),4,3.0785340314136125,768
192,4,C(192; 1; 16; 21; 82),4,3.0785340314136125,768
192,4,C(192; 1; 16; 23; 82),4,3.0785340314136125,768
192,4,C(192; 1; 16; 25; 62),4,3.0785340314136125,768
192,4,C(192; 1; 16; 28; 78),4,3.0785340314136125,768
192,4,C(192; 1; 16; 36; 45),4,3.0785340314136125,768
192,4,C(192; 1; 16; 39; 67),4,3.0785340314136125,768
192,4,C(192; 1; 16; 51; 60),4,3.0785340314136125,768
192,4,C(192; 1; 17; 23; 60),4,3.0785340314136125,768
192,4,C(192; 1; 18; 23; 80),4,3.0785340314136125,768
192,4,C(192; 1; 18; 29; 62),4,3.0785340314136125,768
192,4,C(192; 1; 18; 41; 49),4,3.0785340314136125,768
192,4,C(192; 1; 18; 43; 91),4,3.0785340314136125,768
192,4,C(192; 1; 19; 25; 60),4,3.0785340314136125,768
192,4,C(192; 1; 19; 42; 49),4,3.0785340314136125,768
192,4,C(192; 1; 19; 47; 90),4,3.0785340314136125,768
192,4,C(192; 1; 19; 66; 74),4,3.0785340314136125,768
192,4,C(192; 1; 20; 25; 78),4,3.0785340314136125,768
192,4,C(192; 1; 20; 78; 89),4,3.0785340314136125,768
192,4,C(192; 1; 22; 53; 60),4,3.0785340314136125,768
192,4,C(192; 1; 22; 53; 90),4,3.0785340314136125,768
192,4,C(192; 1; 23; 31; 36),4,3.0785340314136125,768
192,4,C(192; 1; 23; 36; 53),4,3.0785340314136125,768
