N,K,S,diameter,averageShortestPathLength,edges
399,4,C(399; 1; 19; 53; 117),5,3.7738693467336684,1596
399,4,C(399; 1; 19; 101; 128),5,3.7738693467336684,1596
399,4,C(399; 1; 20; 26; 121),5,3.7738693467336684,1596
399,4,C(399; 1; 20; 46; 122),5,3.7738693467336684,1596
399,4,C(399; 1; 21; 75; 143),5,3.7738693467336684,1596
399,4,C(399; 1; 33; 148; 190),5,3.7738693467336684,1596
399,4,C(399; 1; 38; 128; 186),5,3.7738693467336684,1596
399,4,C(399; 1; 42; 173; 192),5,3.7738693467336684,1596
399,4,C(399; 1; 51; 62; 190),5,3.7738693467336684,1596
399,4,C(399; 1; 53; 166; 190),5,3.7738693467336684,1596
399,4,C(399; 1; 62; 83; 177),5,3.7738693467336684,1596
399,4,C(399; 1; 79; 95; 137),5,3.7738693467336684,1596
399,4,C(399; 1; 85; 138; 148),5,3.7738693467336684,1596
399,4,C(399; 1; 125; 169; 180),5,3.7738693467336684,1596
