N,K,S,diameter,averageShortestPathLength,edges
2029,4,C(2029; 1; 22; 316; 504),8,5.848126232741618,8116
2029,4,C(2029; 1; 66; 598; 886),8,5.848126232741618,8116
2029,4,C(2029; 1; 103; 498; 627),8,5.848126232741618,8116
2029,4,C(2029; 1; 122; 618; 655),8,5.848126232741618,8116
2029,4,C(2029; 1; 127; 560; 754),8,5.848126232741618,8116
2029,4,C(2029; 1; 138; 319; 395),8,5.848126232741618,8116
2029,4,C(2029; 1; 184; 872; 901),8,5.848126232741618,8116
2029,4,C(2029; 1; 194; 544; 958),8,5.848126232741618,8116
2029,4,C(2029; 1; 197; 250; 714),8,5.848126232741618,8116
2029,4,C(2029; 1; 255; 294; 953),8,5.848126232741618,8116
2029,4,C(2029; 1; 300; 490; 848),8,5.848126232741618,8116
2029,4,C(2029; 1; 346; 539; 830),8,5.848126232741618,8116
2029,4,C(2029; 1; 359; 408; 701),8,5.848126232741618,8116
2029,4,C(2029; 1; 371; 475; 624),8,5.848126232741618,8116
2029,4,C(2029; 1; 371; 477; 521),8,5.848126232741618,8116
2029,4,C(2029; 1; 395; 671; 713),8,5.848126232741618,8116
2029,4,C(2029; 1; 413; 547; 991),8,5.848126232741618,8116
2029,4,C(2029; 1; 518; 714; 889),8,5.848126232741618,8116
2029,4,C(2029; 1; 524; 923; 967),8,5.848126232741618,8116
2029,4,C(2029; 1; 581; 618; 633),8,5.848126232741618,8116
