N,K,S,diameter,averageShortestPathLength,edges
234,4,C(234; 1; 6; 41; 68),5,3.2532188841201717,936
234,4,C(234; 1; 7; 33; 82),5,3.2532188841201717,936
234,4,C(234; 1; 8; 43; 72),5,3.2532188841201717,936
234,4,C(234; 1; 8; 45; 65),5,3.2532188841201717,936
234,4,C(234; 1; 18; 23; 75),5,3.2532188841201717,936
234,4,C(234; 1; 18; 49; 76),5,3.2532188841201717,936
234,4,C(234; 1; 26; 34; 48),5,3.2532188841201717,936
234,4,C(234; 1; 26; 57; 71),5,3.2532188841201717,936
234,4,C(234; 1; 26; 75; 89),5,3.2532188841201717,936
234,4,C(234; 1; 33; 95; 114),5,3.2532188841201717,936
234,4,C(234; 1; 44; 97; 114),5,3.2532188841201717,936
234,4,C(234; 1; 44; 99; 114),5,3.2532188841201717,936
234,4,C(234; 1; 48; 57; 101),5,3.2532188841201717,936
234,4,C(234; 1; 61; 72; 105),5,3.2532188841201717,936
234,4,C(234; 1; 65; 80; 111),5,3.2532188841201717,936
234,4,C(234; 1; 67; 105; 112),5,3.2532188841201717,936
