N,K,S,diameter,averageShortestPathLength,edges
1015,4,C(1015; 1; 20; 413; 441),7,4.865877712031558,4060
1015,4,C(1015; 1; 22; 118; 466),7,4.865877712031558,4060
1015,4,C(1015; 1; 35; 83; 277),7,4.865877712031558,4060
1015,4,C(1015; 1; 40; 314; 413),7,4.865877712031558,4060
1015,4,C(1015; 1; 43; 69; 262),7,4.865877712031558,4060
1015,4,C(1015; 1; 51; 166; 195),7,4.865877712031558,4060
1015,4,C(1015; 1; 51; 315; 502),7,4.865877712031558,4060
1015,4,C(1015; 1; 115; 214; 251),7,4.865877712031558,4060
1015,4,C(1015; 1; 139; 448; 485),7,4.865877712031558,4060
1015,4,C(1015; 1; 159; 453; 492),7,4.865877712031558,4060
1015,4,C(1015; 1; 168; 291; 325),7,4.865877712031558,4060
1015,4,C(1015; 1; 168; 400; 436),7,4.865877712031558,4060
1015,4,C(1015; 1; 199; 235; 461),7,4.865877712031558,4060
1015,4,C(1015; 1; 199; 245; 428),7,4.865877712031558,4060
1015,4,C(1015; 1; 298; 323; 456),7,4.865877712031558,4060
