N,K,S,diameter,averageShortestPathLength,edges
12,4,C(12; 1; 2; 3; 4),2,1.2727272727272727,48
12,4,C(12; 1; 2; 3; 5),2,1.2727272727272727,48
12,4,C(12; 1; 2; 4; 5),2,1.2727272727272727,48
12,4,C(12; 1; 3; 4; 5),2,1.2727272727272727,48
