N,K,S,diameter,averageShortestPathLength,edges
339,4,C(339; 1; 12; 102; 142),5,3.6094674556213016,1356
339,4,C(339; 1; 17; 43; 115),5,3.6094674556213016,1356
339,4,C(339; 1; 20; 73; 157),5,3.6094674556213016,1356
339,4,C(339; 1; 23; 62; 143),5,3.6094674556213016,1356
339,4,C(339; 1; 31; 111; 132),5,3.6094674556213016,1356
339,4,C(339; 1; 35; 56; 65),5,3.6094674556213016,1356
339,4,C(339; 1; 38; 59; 71),5,3.6094674556213016,1356
339,4,C(339; 1; 48; 102; 164),5,3.6094674556213016,1356
339,4,C(339; 1; 64; 100; 116),5,3.6094674556213016,1356
339,4,C(339; 1; 74; 90; 129),5,3.6094674556213016,1356
339,4,C(339; 1; 82; 139; 148),5,3.6094674556213016,1356
339,4,C(339; 1; 95; 134; 155),5,3.6094674556213016,1356
