N,K,S,diameter,averageShortestPathLength,edges
251,4,C(251; 1; 11; 29; 72),5,3.32,1004
251,4,C(251; 1; 11; 39; 103),5,3.32,1004
251,4,C(251; 1; 13; 31; 99),5,3.32,1004
251,4,C(251; 1; 13; 49; 81),5,3.32,1004
251,4,C(251; 1; 14; 35; 81),5,3.32,1004
251,4,C(251; 1; 15; 39; 73),5,3.32,1004
251,4,C(251; 1; 16; 44; 53),5,3.32,1004
251,4,C(251; 1; 18; 48; 123),5,3.32,1004
251,4,C(251; 1; 19; 47; 60),5,3.32,1004
251,4,C(251; 1; 24; 87; 122),5,3.32,1004
251,4,C(251; 1; 26; 35; 115),5,3.32,1004
251,4,C(251; 1; 30; 35; 44),5,3.32,1004
251,4,C(251; 1; 31; 41; 58),5,3.32,1004
251,4,C(251; 1; 31; 43; 100),5,3.32,1004
251,4,C(251; 1; 31; 68; 81),5,3.32,1004
251,4,C(251; 1; 32; 43; 92),5,3.32,1004
251,4,C(251; 1; 35; 43; 116),5,3.32,1004
251,4,C(251; 1; 41; 65; 75),5,3.32,1004
251,4,C(251; 1; 43; 75; 114),5,3.32,1004
251,4,C(251; 1; 46; 97; 121),5,3.32,1004
251,4,C(251; 1; 49; 78; 90),5,3.32,1004
251,4,C(251; 1; 53; 87; 118),5,3.32,1004
251,4,C(251; 1; 55; 72; 114),5,3.32,1004
251,4,C(251; 1; 56; 66; 90),5,3.32,1004
251,4,C(251; 1; 58; 71; 81),5,3.32,1004
251,4,C(251; 1; 67; 103; 122),5,3.32,1004
251,4,C(251; 1; 74; 112; 117),5,3.32,1004
251,4,C(251; 1; 97; 102; 119),5,3.32,1004
