N,K,S,diameter,averageShortestPathLength,edges
1053,4,C(1053; 1; 13; 73; 402),7,4.916349809885932,4212
1053,4,C(1053; 1; 22; 204; 348),7,4.916349809885932,4212
1053,4,C(1053; 1; 35; 148; 319),7,4.916349809885932,4212
1053,4,C(1053; 1; 102; 434; 445),7,4.916349809885932,4212
1053,4,C(1053; 1; 105; 303; 335),7,4.916349809885932,4212
1053,4,C(1053; 1; 130; 294; 476),7,4.916349809885932,4212
1053,4,C(1053; 1; 148; 354; 479),7,4.916349809885932,4212
1053,4,C(1053; 1; 224; 317; 340),7,4.916349809885932,4212
1053,4,C(1053; 1; 266; 407; 447),7,4.916349809885932,4212
1053,4,C(1053; 1; 275; 361; 382),7,4.916349809885932,4212
1053,4,C(1053; 1; 434; 448; 503),7,4.916349809885932,4212
