N,K,S,diameter,averageShortestPathLength,edges
181,4,C(181; 1; 6; 48; 71),4,3.022222222222222,724
181,4,C(181; 1; 6; 54; 83),4,3.022222222222222,724
181,4,C(181; 1; 7; 25; 70),4,3.022222222222222,724
181,4,C(181; 1; 7; 25; 72),4,3.022222222222222,724
181,4,C(181; 1; 7; 33; 44),4,3.022222222222222,724
181,4,C(181; 1; 7; 43; 67),4,3.022222222222222,724
181,4,C(181; 1; 7; 52; 81),4,3.022222222222222,724
181,4,C(181; 1; 8; 20; 65),4,3.022222222222222,724
181,4,C(181; 1; 8; 27; 75),4,3.022222222222222,724
181,4,C(181; 1; 8; 29; 69),4,3.022222222222222,724
181,4,C(181; 1; 8; 30; 42),4,3.022222222222222,724
181,4,C(181; 1; 8; 52; 81),4,3.022222222222222,724
181,4,C(181; 1; 9; 30; 44),4,3.022222222222222,724
181,4,C(181; 1; 9; 34; 47),4,3.022222222222222,724
181,4,C(181; 1; 9; 34; 48),4,3.022222222222222,724
181,4,C(181; 1; 9; 42; 72),4,3.022222222222222,724
181,4,C(181; 1; 9; 51; 73),4,3.022222222222222,724
181,4,C(181; 1; 10; 26; 74),4,3.022222222222222,724
181,4,C(181; 1; 10; 47; 53),4,3.022222222222222,724
181,4,C(181; 1; 10; 66; 72),4,3.022222222222222,724
181,4,C(181; 1; 11; 29; 78),4,3.022222222222222,724
181,4,C(181; 1; 11; 59; 77),4,3.022222222222222,724
181,4,C(181; 1; 12; 20; 66),4,3.022222222222222,724
181,4,C(181; 1; 12; 28; 87),4,3.022222222222222,724
181,4,C(181; 1; 12; 39; 82),4,3.022222222222222,724
181,4,C(181; 1; 12; 54; 88),4,3.022222222222222,724
181,4,C(181; 1; 12; 55; 76),4,3.022222222222222,724
181,4,C(181; 1; 12; 66; 87),4,3.022222222222222,724
181,4,C(181; 1; 13; 21; 66),4,3.022222222222222,724
181,4,C(181; 1; 13; 31; 72),4,3.022222222222222,724
181,4,C(181; 1; 13; 46; 82),4,3.022222222222222,724
