N,K,S,diameter,averageShortestPathLength,edges
1233,4,C(1233; 1; 41; 142; 559),7,5.12987012987013,4932
1233,4,C(1233; 1; 61; 260; 560),7,5.12987012987013,4932
1233,4,C(1233; 1; 75; 496; 595),7,5.12987012987013,4932
1233,4,C(1233; 1; 97; 299; 460),7,5.12987012987013,4932
1233,4,C(1233; 1; 164; 421; 598),7,5.12987012987013,4932
1233,4,C(1233; 1; 172; 235; 570),7,5.12987012987013,4932
1233,4,C(1233; 1; 200; 356; 491),7,5.12987012987013,4932
1233,4,C(1233; 1; 203; 386; 560),7,5.12987012987013,4932
1233,4,C(1233; 1; 283; 400; 577),7,5.12987012987013,4932
1233,4,C(1233; 1; 291; 404; 440),7,5.12987012987013,4932
1233,4,C(1233; 1; 359; 491; 572),7,5.12987012987013,4932
