Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(69; 1, 5, 8, 19)";3;2,29412;276;23247967
"C(69; 2, 3, 10, 19)";3;2,29412;276;23247967
"C(69; 2, 3, 10, 21)";3;2,29412;276;23247967
"C(69; 2, 26, 27, 33)";3;2,29412;276;23247967
"C(69; 3, 4, 13, 15)";3;2,29412;276;23247967
"C(69; 3, 4, 14, 16)";3;2,29412;276;23247967
"C(69; 3, 5, 14, 18)";3;2,29412;276;23247967
"C(69; 3, 7, 8, 20)";3;2,29412;276;23247967
"C(69; 3, 10, 26, 34)";3;2,29412;276;23247967
"C(69; 3, 13, 27, 34)";3;2,29412;276;23247967
"C(69; 3, 18, 20, 25)";3;2,29412;276;23247967
"C(69; 4, 6, 7, 26)";3;2,29412;276;23247967
"C(69; 4, 6, 11, 20)";3;2,29412;276;23247967
"C(69; 4, 6, 19, 26)";3;2,29412;276;23247967
"C(69; 4, 7, 9, 19)";3;2,29412;276;23247967
"C(69; 4, 7, 22, 24)";3;2,29412;276;23247967
"C(69; 4, 11, 13, 16)";3;2,29412;276;23247967
"C(69; 4, 11, 21, 34)";3;2,29412;276;23247967
"C(69; 4, 13, 14, 16)";3;2,29412;276;23247967
"C(69; 4, 13, 15, 20)";3;2,29412;276;23247967
"C(69; 4, 13, 18, 24)";3;2,29412;276;23247967
"C(69; 4, 13, 19, 20)";3;2,29412;276;23247967
"C(69; 4, 14, 15, 21)";3;2,29412;276;23247967
"C(69; 4, 14, 16, 19)";3;2,29412;276;23247967
"C(69; 4, 14, 19, 21)";3;2,29412;276;23247967
"C(69; 4, 14, 19, 30)";3;2,29412;276;23247967
"C(69; 4, 14, 31, 33)";3;2,29412;276;23247967
"C(69; 4, 15, 20, 21)";3;2,29412;276;23247967
"C(69; 4, 15, 20, 22)";3;2,29412;276;23247967
"C(69; 4, 16, 17, 27)";3;2,29412;276;23247967
"C(69; 4, 16, 29, 30)";3;2,29412;276;23247967
"C(69; 4, 17, 20, 27)";3;2,29412;276;23247967
"C(69; 4, 18, 19, 21)";3;2,29412;276;23247967
"C(69; 4, 18, 19, 24)";3;2,29412;276;23247967
"C(69; 4, 18, 20, 21)";3;2,29412;276;23247967
"C(69; 4, 18, 21, 28)";3;2,29412;276;23247967
"C(69; 4, 18, 25, 27)";3;2,29412;276;23247967
"C(69; 4, 19, 20, 32)";3;2,29412;276;23247967
"C(69; 4, 19, 21, 28)";3;2,29412;276;23247967
"C(69; 4, 19, 21, 32)";3;2,29412;276;23247967
"C(69; 4, 19, 30, 32)";3;2,29412;276;23247967
"C(69; 4, 20, 22, 32)";3;2,29412;276;23247967
"C(69; 4, 20, 22, 34)";3;2,29412;276;23247967
"C(69; 4, 20, 26, 31)";3;2,29412;276;23247967
"C(69; 4, 25, 26, 28)";3;2,29412;276;23247967
"C(69; 4, 25, 27, 28)";3;2,29412;276;23247967
"C(69; 4, 25, 28, 34)";3;2,29412;276;23247967
"C(69; 4, 25, 32, 34)";3;2,29412;276;23247967
"C(69; 4, 26, 27, 29)";3;2,29412;276;23247967
"C(69; 4, 26, 28, 29)";3;2,29412;276;23247967
"C(69; 4, 27, 28, 30)";3;2,29412;276;23247967
"C(69; 4, 27, 29, 30)";3;2,29412;276;23247967
"C(69; 4, 28, 29, 31)";3;2,29412;276;23247967
"C(69; 5, 6, 8, 26)";3;2,29412;276;23247967
"C(69; 5, 6, 8, 27)";3;2,29412;276;23247967
"C(69; 5, 6, 8, 30)";3;2,29412;276;23247967
"C(69; 5, 6, 8, 31)";3;2,29412;276;23247967
"C(69; 5, 6, 9, 22)";3;2,29412;276;23247967
"C(69; 5, 6, 9, 28)";3;2,29412;276;23247967
"C(69; 5, 6, 9, 31)";3;2,29412;276;23247967
"C(69; 18, 21, 22, 32)";3;2,29412;276;23247967
"C(69; 19, 20, 24, 33)";3;2,29412;276;23247967
"C(69; 19, 21, 22, 32)";3;2,29412;276;23247967
"C(69; 19, 24, 27, 28)";3;2,29412;276;23247967
"C(69; 20, 22, 28, 32)";3;2,29412;276;23247967
"C(69; 20, 24, 26, 27)";3;2,29412;276;23247967
"C(69; 20, 24, 30, 32)";3;2,29412;276;23247967
"C(69; 20, 25, 26, 28)";3;2,29412;276;23247967
"C(69; 21, 22, 28, 32)";3;2,29412;276;23247967
"C(69; 21, 25, 26, 28)";3;2,29412;276;23247967
"C(69; 21, 25, 32, 34)";3;2,29412;276;23247967
"C(69; 22, 24, 27, 28)";3;2,29412;276;23247967
"C(69; 22, 24, 30, 34)";3;2,29412;276;23247967
"C(69; 22, 26, 27, 29)";3;2,29412;276;23247967
"C(69; 22, 26, 28, 29)";3;2,29412;276;23247967
"C(69; 22, 26, 32, 34)";3;2,29412;276;23247967
"C(69; 22, 27, 28, 31)";3;2,29412;276;23247967
"C(69; 24, 25, 28, 30)";3;2,29412;276;23247967
"C(69; 24, 26, 29, 30)";3;2,29412;276;23247967
"C(69; 24, 26, 32, 33)";3;2,29412;276;23247967
"C(69; 25, 26, 29, 31)";3;2,29412;276;23247967
"C(69; 25, 27, 30, 31)";3;2,29412;276;23247967
