N,K,S,diameter,averageShortestPathLength,edges
719,4,C(719; 1; 13; 111; 270),6,4.437325905292479,2876
719,4,C(719; 1; 17; 110; 285),6,4.437325905292479,2876
719,4,C(719; 1; 19; 178; 230),6,4.437325905292479,2876
719,4,C(719; 1; 61; 316; 335),7,4.437325905292479,2876
719,4,C(719; 1; 68; 122; 347),6,4.437325905292479,2876
719,4,C(719; 1; 74; 206; 319),6,4.437325905292479,2876
719,4,C(719; 1; 88; 165; 347),7,4.437325905292479,2876
719,4,C(719; 1; 88; 233; 335),7,4.437325905292479,2876
719,4,C(719; 1; 102; 223; 230),6,4.437325905292479,2876
719,4,C(719; 1; 108; 157; 230),7,4.437325905292479,2876
719,4,C(719; 1; 130; 187; 339),6,4.437325905292479,2876
719,4,C(719; 1; 142; 227; 277),6,4.437325905292479,2876
719,4,C(719; 1; 163; 271; 347),6,4.437325905292479,2876
719,4,C(719; 1; 166; 242; 268),6,4.437325905292479,2876
719,4,C(719; 1; 205; 237; 296),6,4.437325905292479,2876
719,4,C(719; 1; 263; 289; 322),6,4.437325905292479,2876
