N,K,S,diameter,averageShortestPathLength,edges
94,4,C(94; 1; 4; 23; 37),3,2.4838709677419355,376
94,4,C(94; 1; 6; 23; 38),3,2.4838709677419355,376
94,4,C(94; 1; 7; 18; 30),3,2.4838709677419355,376
94,4,C(94; 1; 7; 33; 38),3,2.4838709677419355,376
94,4,C(94; 1; 8; 27; 45),3,2.4838709677419355,376
94,4,C(94; 1; 12; 18; 45),3,2.4838709677419355,376
94,4,C(94; 1; 15; 24; 37),3,2.4838709677419355,376
94,4,C(94; 1; 15; 25; 36),3,2.4838709677419355,376
94,4,C(94; 1; 16; 27; 36),3,2.4838709677419355,376
94,4,C(94; 1; 25; 33; 40),3,2.4838709677419355,376
