N,K,S,diameter,averageShortestPathLength,edges
386,4,C(386; 1; 6; 63; 90),5,3.742857142857143,1544
386,4,C(386; 1; 9; 61; 84),5,3.742857142857143,1544
386,4,C(386; 1; 19; 52; 171),5,3.742857142857143,1544
386,4,C(386; 1; 30; 56; 67),5,3.742857142857143,1544
386,4,C(386; 1; 42; 54; 155),5,3.742857142857143,1544
386,4,C(386; 1; 43; 79; 138),5,3.742857142857143,1544
386,4,C(386; 1; 49; 92; 164),5,3.742857142857143,1544
386,4,C(386; 1; 67; 75; 98),5,3.742857142857143,1544
386,4,C(386; 1; 70; 90; 127),5,3.742857142857143,1544
386,4,C(386; 1; 76; 86; 177),5,3.742857142857143,1544
386,4,C(386; 1; 80; 116; 169),5,3.742857142857143,1544
386,4,C(386; 1; 108; 121; 189),5,3.742857142857143,1544
386,4,C(386; 1; 121; 156; 172),5,3.742857142857143,1544
386,4,C(386; 1; 126; 140; 181),5,3.742857142857143,1544
386,4,C(386; 1; 132; 156; 185),5,3.742857142857143,1544
386,4,C(386; 1; 145; 166; 175),5,3.742857142857143,1544
