N,K,S,diameter,averageShortestPathLength,edges
456,4,C(456; 1; 8; 50; 189),6,3.914285714285714,1824
456,4,C(456; 1; 11; 50; 175),6,3.914285714285714,1824
456,4,C(456; 1; 19; 144; 196),6,3.914285714285714,1824
456,4,C(456; 1; 20; 74; 123),6,3.914285714285714,1824
456,4,C(456; 1; 24; 38; 194),6,3.914285714285714,1824
456,4,C(456; 1; 24; 109; 208),6,3.914285714285714,1824
456,4,C(456; 1; 27; 148; 218),6,3.914285714285714,1824
456,4,C(456; 1; 28; 66; 145),6,3.914285714285714,1824
456,4,C(456; 1; 46; 67; 83),6,3.914285714285714,1824
456,4,C(456; 1; 71; 92; 196),6,3.914285714285714,1824
456,4,C(456; 1; 92; 148; 190),6,3.914285714285714,1824
456,4,C(456; 1; 96; 205; 224),6,3.914285714285714,1824
456,4,C(456; 1; 100; 140; 167),6,3.914285714285714,1824
456,4,C(456; 1; 130; 185; 211),6,3.914285714285714,1824
456,4,C(456; 1; 148; 186; 217),6,3.914285714285714,1824
