N,K,S,diameter,averageShortestPathLength,edges
212,4,C(212; 1; 6; 36; 93),4,3.1658767772511847,848
212,4,C(212; 1; 6; 40; 61),4,3.1658767772511847,848
212,4,C(212; 1; 7; 24; 77),4,3.1658767772511847,848
212,4,C(212; 1; 7; 39; 50),4,3.1658767772511847,848
212,4,C(212; 1; 8; 61; 95),4,3.1658767772511847,848
212,4,C(212; 1; 9; 48; 80),4,3.1658767772511847,848
212,4,C(212; 1; 10; 36; 90),4,3.1658767772511847,848
212,4,C(212; 1; 11; 27; 72),4,3.1658767772511847,848
212,4,C(212; 1; 11; 52; 77),4,3.1658767772511847,848
212,4,C(212; 1; 11; 64; 91),4,3.1658767772511847,848
212,4,C(212; 1; 14; 48; 73),4,3.1658767772511847,848
212,4,C(212; 1; 14; 64; 102),4,3.1658767772511847,848
212,4,C(212; 1; 14; 79; 87),4,3.1658767772511847,848
212,4,C(212; 1; 15; 51; 78),4,3.1658767772511847,848
212,4,C(212; 1; 15; 54; 96),4,3.1658767772511847,848
212,4,C(212; 1; 15; 68; 103),4,3.1658767772511847,848
212,4,C(212; 1; 16; 58; 67),4,3.1658767772511847,848
212,4,C(212; 1; 18; 30; 69),4,3.1658767772511847,848
212,4,C(212; 1; 18; 43; 74),4,3.1658767772511847,848
212,4,C(212; 1; 18; 61; 69),4,3.1658767772511847,848
212,4,C(212; 1; 19; 42; 92),4,3.1658767772511847,848
212,4,C(212; 1; 20; 29; 73),4,3.1658767772511847,848
212,4,C(212; 1; 20; 73; 82),4,3.1658767772511847,848
212,4,C(212; 1; 21; 52; 99),4,3.1658767772511847,848
212,4,C(212; 1; 27; 87; 102),4,3.1658767772511847,848
212,4,C(212; 1; 28; 35; 81),4,3.1658767772511847,848
212,4,C(212; 1; 29; 42; 52),4,3.1658767772511847,848
212,4,C(212; 1; 30; 74; 97),4,3.1658767772511847,848
212,4,C(212; 1; 31; 55; 68),4,3.1658767772511847,848
212,4,C(212; 1; 32; 41; 77),4,3.1658767772511847,848
212,4,C(212; 1; 35; 48; 101),4,3.1658767772511847,848
212,4,C(212; 1; 36; 46; 99),4,3.1658767772511847,848
212,4,C(212; 1; 38; 64; 95),4,3.1658767772511847,848
212,4,C(212; 1; 39; 90; 99),4,3.1658767772511847,848
212,4,C(212; 1; 42; 51; 73),4,3.1658767772511847,848
212,4,C(212; 1; 43; 74; 79),4,3.1658767772511847,848
212,4,C(212; 1; 47; 56; 76),4,3.1658767772511847,848
212,4,C(212; 1; 52; 60; 74),4,3.1658767772511847,848
212,4,C(212; 1; 52; 61; 73),4,3.1658767772511847,848
212,4,C(212; 1; 52; 61; 86),4,3.1658767772511847,848
212,4,C(212; 1; 52; 65; 89),4,3.1658767772511847,848
212,4,C(212; 1; 55; 91; 98),4,3.1658767772511847,848
212,4,C(212; 1; 57; 68; 82),4,3.1658767772511847,848
212,4,C(212; 1; 59; 74; 86),4,3.1658767772511847,848
212,4,C(212; 1; 60; 78; 86),4,3.1658767772511847,848
212,4,C(212; 1; 75; 84; 103),4,3.1658767772511847,848
