N,K,S,diameter,averageShortestPathLength,edges
487,4,C(487; 1; 11; 69; 96),6,3.9876543209876543,1948
487,4,C(487; 1; 21; 49; 157),6,3.9876543209876543,1948
487,4,C(487; 1; 22; 71; 103),6,3.9876543209876543,1948
487,4,C(487; 1; 25; 199; 208),6,3.9876543209876543,1948
487,4,C(487; 1; 31; 39; 167),6,3.9876543209876543,1948
487,4,C(487; 1; 35; 96; 111),6,3.9876543209876543,1948
487,4,C(487; 1; 38; 53; 177),6,3.9876543209876543,1948
487,4,C(487; 1; 48; 74; 82),6,3.9876543209876543,1948
487,4,C(487; 1; 52; 170; 204),6,3.9876543209876543,1948
487,4,C(487; 1; 70; 126; 159),6,3.9876543209876543,1948
487,4,C(487; 1; 93; 110; 136),6,3.9876543209876543,1948
487,4,C(487; 1; 106; 155; 196),6,3.9876543209876543,1948
487,4,C(487; 1; 116; 160; 193),6,3.9876543209876543,1948
487,4,C(487; 1; 120; 141; 168),6,3.9876543209876543,1948
487,4,C(487; 1; 143; 152; 217),6,3.9876543209876543,1948
487,4,C(487; 1; 147; 208; 229),6,3.9876543209876543,1948
