N,K,S,diameter,averageShortestPathLength,edges
218,4,C(218; 1; 6; 22; 91),4,3.1889400921658986,872
218,4,C(218; 1; 6; 42; 62),4,3.1889400921658986,872
218,4,C(218; 1; 6; 47; 67),4,3.1889400921658986,872
218,4,C(218; 1; 7; 66; 96),4,3.1889400921658986,872
218,4,C(218; 1; 11; 36; 89),4,3.1889400921658986,872
218,4,C(218; 1; 13; 43; 78),4,3.1889400921658986,872
218,4,C(218; 1; 14; 71; 93),4,3.1889400921658986,872
218,4,C(218; 1; 18; 45; 75),4,3.1889400921658986,872
218,4,C(218; 1; 19; 83; 106),4,3.1889400921658986,872
218,4,C(218; 1; 20; 49; 103),4,3.1889400921658986,872
218,4,C(218; 1; 20; 68; 93),4,3.1889400921658986,872
218,4,C(218; 1; 21; 37; 46),4,3.1889400921658986,872
218,4,C(218; 1; 23; 40; 53),4,3.1889400921658986,872
218,4,C(218; 1; 26; 75; 86),4,3.1889400921658986,872
218,4,C(218; 1; 31; 76; 84),4,3.1889400921658986,872
218,4,C(218; 1; 36; 86; 103),4,3.1889400921658986,872
218,4,C(218; 1; 40; 75; 93),4,3.1889400921658986,872
218,4,C(218; 1; 43; 52; 75),4,3.1889400921658986,872
218,4,C(218; 1; 43; 70; 93),4,3.1889400921658986,872
218,4,C(218; 1; 43; 96; 102),4,3.1889400921658986,872
218,4,C(218; 1; 44; 63; 71),4,3.1889400921658986,872
218,4,C(218; 1; 48; 58; 71),4,3.1889400921658986,872
218,4,C(218; 1; 51; 71; 88),4,3.1889400921658986,872
218,4,C(218; 1; 76; 91; 99),4,3.1889400921658986,872
