N,K,S,diameter,averageShortestPathLength,edges
2567,4,C(2567; 1; 51; 142; 961),9,6.213561964146532,10268
2567,4,C(2567; 1; 61; 235; 850),9,6.213561964146532,10268
2567,4,C(2567; 1; 142; 868; 1243),9,6.213561964146532,10268
2567,4,C(2567; 1; 150; 166; 888),9,6.213561964146532,10268
2567,4,C(2567; 1; 235; 533; 1187),9,6.213561964146532,10268
2567,4,C(2567; 1; 260; 344; 630),9,6.213561964146532,10268
2567,4,C(2567; 1; 266; 593; 902),9,6.213561964146532,10268
2567,4,C(2567; 1; 273; 896; 1067),9,6.213561964146532,10268
2567,4,C(2567; 1; 505; 561; 593),9,6.213561964146532,10268
2567,4,C(2567; 1; 622; 891; 907),9,6.213561964146532,10268
2567,4,C(2567; 1; 824; 961; 1074),9,6.213561964146532,10268
