N,K,S,diameter,averageShortestPathLength,edges
193,4,C(193; 1; 6; 21; 74),4,3.0833333333333335,772
193,4,C(193; 1; 6; 21; 81),4,3.0833333333333335,772
193,4,C(193; 1; 6; 22; 58),4,3.0833333333333335,772
193,4,C(193; 1; 6; 22; 69),4,3.0833333333333335,772
193,4,C(193; 1; 6; 26; 61),4,3.0833333333333335,772
193,4,C(193; 1; 6; 32; 55),4,3.0833333333333335,772
193,4,C(193; 1; 6; 33; 56),4,3.0833333333333335,772
193,4,C(193; 1; 6; 35; 56),4,3.0833333333333335,772
193,4,C(193; 1; 6; 36; 56),4,3.0833333333333335,772
193,4,C(193; 1; 6; 38; 53),4,3.0833333333333335,772
193,4,C(193; 1; 6; 52; 79),4,3.0833333333333335,772
193,4,C(193; 1; 7; 24; 68),4,3.0833333333333335,772
193,4,C(193; 1; 7; 25; 78),4,3.0833333333333335,772
193,4,C(193; 1; 7; 25; 79),4,3.0833333333333335,772
193,4,C(193; 1; 7; 26; 68),4,3.0833333333333335,772
193,4,C(193; 1; 7; 31; 42),4,3.0833333333333335,772
193,4,C(193; 1; 7; 31; 58),4,3.0833333333333335,772
193,4,C(193; 1; 7; 31; 73),4,3.0833333333333335,772
193,4,C(193; 1; 7; 33; 44),4,3.0833333333333335,772
193,4,C(193; 1; 7; 33; 82),4,3.0833333333333335,772
193,4,C(193; 1; 7; 36; 47),4,3.0833333333333335,772
193,4,C(193; 1; 7; 52; 85),4,3.0833333333333335,772
193,4,C(193; 1; 8; 20; 54),4,3.0833333333333335,772
193,4,C(193; 1; 8; 30; 42),4,3.0833333333333335,772
193,4,C(193; 1; 8; 34; 54),4,3.0833333333333335,772
193,4,C(193; 1; 8; 35; 47),4,3.0833333333333335,772
193,4,C(193; 1; 8; 35; 56),4,3.0833333333333335,772
193,4,C(193; 1; 8; 45; 72),4,3.0833333333333335,772
193,4,C(193; 1; 8; 51; 73),4,3.0833333333333335,772
193,4,C(193; 1; 8; 51; 80),4,3.0833333333333335,772
