N,K,S,diameter,averageShortestPathLength,edges
22,4,C(22; 1; 2; 3; 8),2,1.619047619047619,88
22,4,C(22; 1; 2; 3; 9),2,1.619047619047619,88
22,4,C(22; 1; 2; 3; 10),2,1.619047619047619,88
22,4,C(22; 1; 2; 4; 9),2,1.619047619047619,88
22,4,C(22; 1; 2; 5; 9),2,1.619047619047619,88
22,4,C(22; 1; 2; 5; 10),2,1.619047619047619,88
22,4,C(22; 1; 2; 6; 9),2,1.619047619047619,88
22,4,C(22; 1; 2; 6; 10),2,1.619047619047619,88
22,4,C(22; 1; 2; 7; 9),2,1.619047619047619,88
22,4,C(22; 1; 2; 7; 10),2,1.619047619047619,88
22,4,C(22; 1; 2; 8; 9),2,1.619047619047619,88
22,4,C(22; 1; 3; 4; 8),2,1.619047619047619,88
22,4,C(22; 1; 3; 4; 10),2,1.619047619047619,88
22,4,C(22; 1; 3; 5; 6),2,1.619047619047619,88
22,4,C(22; 1; 3; 5; 8),2,1.619047619047619,88
22,4,C(22; 1; 3; 5; 10),2,1.619047619047619,88
22,4,C(22; 1; 3; 6; 8),2,1.619047619047619,88
22,4,C(22; 1; 3; 7; 8),2,1.619047619047619,88
22,4,C(22; 1; 3; 7; 10),2,1.619047619047619,88
22,4,C(22; 1; 3; 8; 9),2,1.619047619047619,88
22,4,C(22; 1; 3; 8; 10),2,1.619047619047619,88
22,4,C(22; 1; 4; 5; 6),2,1.619047619047619,88
22,4,C(22; 1; 4; 5; 7),2,1.619047619047619,88
22,4,C(22; 1; 4; 5; 10),2,1.619047619047619,88
22,4,C(22; 1; 4; 6; 7),2,1.619047619047619,88
22,4,C(22; 1; 4; 6; 10),2,1.619047619047619,88
22,4,C(22; 1; 4; 7; 8),2,1.619047619047619,88
22,4,C(22; 1; 4; 7; 9),2,1.619047619047619,88
22,4,C(22; 1; 4; 7; 10),2,1.619047619047619,88
22,4,C(22; 1; 4; 8; 10),2,1.619047619047619,88
22,4,C(22; 1; 5; 6; 8),2,1.619047619047619,88
22,4,C(22; 1; 5; 6; 9),2,1.619047619047619,88
22,4,C(22; 1; 5; 7; 10),2,1.619047619047619,88
22,4,C(22; 1; 5; 8; 10),2,1.619047619047619,88
22,4,C(22; 1; 5; 9; 10),2,1.619047619047619,88
22,4,C(22; 1; 6; 7; 10),2,1.619047619047619,88
22,4,C(22; 1; 6; 9; 10),2,1.619047619047619,88
22,4,C(22; 1; 7; 8; 10),2,1.619047619047619,88
22,4,C(22; 1; 7; 9; 10),2,1.619047619047619,88
22,4,C(22; 1; 8; 9; 10),2,1.619047619047619,88
