N,K,S,diameter,averageShortestPathLength,edges
239,4,C(239; 1; 6; 29; 98),5,3.277310924369748,956
239,4,C(239; 1; 6; 56; 102),5,3.277310924369748,956
239,4,C(239; 1; 7; 61; 94),5,3.277310924369748,956
239,4,C(239; 1; 8; 27; 99),5,3.277310924369748,956
239,4,C(239; 1; 9; 24; 101),5,3.277310924369748,956
239,4,C(239; 1; 10; 54; 90),5,3.277310924369748,956
239,4,C(239; 1; 12; 32; 106),5,3.277310924369748,956
239,4,C(239; 1; 12; 51; 56),5,3.277310924369748,956
239,4,C(239; 1; 13; 45; 82),5,3.277310924369748,956
239,4,C(239; 1; 14; 35; 115),5,3.277310924369748,956
239,4,C(239; 1; 14; 51; 82),5,3.277310924369748,956
239,4,C(239; 1; 14; 96; 104),5,3.277310924369748,956
239,4,C(239; 1; 15; 36; 98),5,3.277310924369748,956
239,4,C(239; 1; 15; 66; 100),5,3.277310924369748,956
239,4,C(239; 1; 16; 73; 100),5,3.277310924369748,956
239,4,C(239; 1; 16; 98; 105),5,3.277310924369748,956
239,4,C(239; 1; 17; 40; 89),5,3.277310924369748,956
239,4,C(239; 1; 17; 41; 95),5,3.277310924369748,956
239,4,C(239; 1; 17; 43; 117),5,3.277310924369748,956
239,4,C(239; 1; 18; 26; 75),5,3.277310924369748,956
239,4,C(239; 1; 18; 45; 57),5,3.277310924369748,956
239,4,C(239; 1; 18; 62; 76),5,3.277310924369748,956
239,4,C(239; 1; 20; 31; 77),5,3.277310924369748,956
239,4,C(239; 1; 20; 64; 75),5,3.277310924369748,956
239,4,C(239; 1; 21; 35; 117),5,3.277310924369748,956
239,4,C(239; 1; 22; 39; 51),5,3.277310924369748,956
239,4,C(239; 1; 22; 70; 82),5,3.277310924369748,956
239,4,C(239; 1; 23; 57; 75),5,3.277310924369748,956
239,4,C(239; 1; 28; 44; 93),5,3.277310924369748,956
239,4,C(239; 1; 30; 93; 102),5,3.277310924369748,956
239,4,C(239; 1; 31; 71; 78),5,3.277310924369748,956
239,4,C(239; 1; 32; 100; 117),5,3.277310924369748,956
239,4,C(239; 1; 33; 41; 112),5,3.277310924369748,956
239,4,C(239; 1; 34; 77; 89),5,3.277310924369748,956
239,4,C(239; 1; 35; 40; 96),5,3.277310924369748,956
239,4,C(239; 1; 38; 51; 108),5,3.277310924369748,956
239,4,C(239; 1; 39; 85; 90),5,3.277310924369748,956
239,4,C(239; 1; 41; 65; 96),5,3.277310924369748,956
239,4,C(239; 1; 43; 93; 117),5,3.277310924369748,956
239,4,C(239; 1; 46; 104; 111),5,3.277310924369748,956
239,4,C(239; 1; 47; 90; 116),5,3.277310924369748,956
239,4,C(239; 1; 49; 102; 108),5,3.277310924369748,956
239,4,C(239; 1; 49; 109; 117),5,3.277310924369748,956
239,4,C(239; 1; 50; 106; 114),5,3.277310924369748,956
239,4,C(239; 1; 50; 109; 114),5,3.277310924369748,956
239,4,C(239; 1; 51; 64; 82),5,3.277310924369748,956
239,4,C(239; 1; 52; 76; 96),5,3.277310924369748,956
239,4,C(239; 1; 53; 77; 95),5,3.277310924369748,956
239,4,C(239; 1; 54; 95; 115),5,3.277310924369748,956
239,4,C(239; 1; 56; 75; 102),5,3.277310924369748,956
239,4,C(239; 1; 64; 75; 94),5,3.277310924369748,956
239,4,C(239; 1; 65; 85; 96),5,3.277310924369748,956
239,4,C(239; 1; 68; 89; 94),5,3.277310924369748,956
239,4,C(239; 1; 77; 92; 104),5,3.277310924369748,956
239,4,C(239; 1; 78; 90; 112),5,3.277310924369748,956
239,4,C(239; 1; 78; 91; 108),5,3.277310924369748,956
