N,K,S,diameter,averageShortestPathLength,edges
485,4,C(485; 1; 15; 52; 181),6,3.9834710743801653,1940
485,4,C(485; 1; 28; 65; 218),6,3.9834710743801653,1940
485,4,C(485; 1; 34; 124; 221),6,3.9834710743801653,1940
485,4,C(485; 1; 49; 76; 189),6,3.9834710743801653,1940
485,4,C(485; 1; 65; 164; 175),6,3.9834710743801653,1940
485,4,C(485; 1; 75; 139; 180),6,3.9834710743801653,1940
485,4,C(485; 1; 79; 96; 224),6,3.9834710743801653,1940
485,4,C(485; 1; 96; 105; 155),6,3.9834710743801653,1940
485,4,C(485; 1; 96; 164; 176),6,3.9834710743801653,1940
485,4,C(485; 1; 99; 204; 236),6,3.9834710743801653,1940
485,4,C(485; 1; 100; 213; 238),6,3.9834710743801653,1940
485,4,C(485; 1; 106; 134; 224),6,3.9834710743801653,1940
485,4,C(485; 1; 108; 130; 209),6,3.9834710743801653,1940
485,4,C(485; 1; 126; 136; 151),6,3.9834710743801653,1940
485,4,C(485; 1; 139; 214; 236),6,3.9834710743801653,1940
485,4,C(485; 1; 148; 181; 235),6,3.9834710743801653,1940
485,4,C(485; 1; 198; 209; 225),6,3.9834710743801653,1940
