N,K,S,diameter,averageShortestPathLength,edges
1129,4,C(1129; 1; 19; 162; 434),7,5.01063829787234,4516
1129,4,C(1129; 1; 55; 93; 267),7,5.01063829787234,4516
1129,4,C(1129; 1; 64; 454; 473),7,5.01063829787234,4516
1129,4,C(1129; 1; 96; 348; 416),7,5.01063829787234,4516
1129,4,C(1129; 1; 103; 403; 470),7,5.01063829787234,4516
1129,4,C(1129; 1; 142; 262; 390),7,5.01063829787234,4516
1129,4,C(1129; 1; 148; 216; 237),7,5.01063829787234,4516
1129,4,C(1129; 1; 156; 425; 453),7,5.01063829787234,4516
1129,4,C(1129; 1; 272; 381; 441),7,5.01063829787234,4516
1129,4,C(1129; 1; 285; 303; 401),7,5.01063829787234,4516
1129,4,C(1129; 1; 294; 372; 427),7,5.01063829787234,4516
1129,4,C(1129; 1; 485; 507; 522),7,5.01063829787234,4516
