N,K,S,diameter,averageShortestPathLength,edges
853,4,C(853; 1; 10; 237; 326),7,4.640845070422535,3412
853,4,C(853; 1; 18; 103; 180),7,4.640845070422535,3412
853,4,C(853; 1; 34; 227; 288),7,4.640845070422535,3412
853,4,C(853; 1; 49; 114; 124),7,4.640845070422535,3412
853,4,C(853; 1; 68; 265; 348),7,4.640845070422535,3412
853,4,C(853; 1; 77; 191; 366),7,4.640845070422535,3412
853,4,C(853; 1; 109; 138; 256),7,4.640845070422535,3412
853,4,C(853; 1; 113; 194; 366),7,4.640845070422535,3412
853,4,C(853; 1; 116; 282; 305),7,4.640845070422535,3412
853,4,C(853; 1; 123; 282; 389),7,4.640845070422535,3412
853,4,C(853; 1; 125; 260; 277),7,4.640845070422535,3412
853,4,C(853; 1; 144; 182; 208),7,4.640845070422535,3412
853,4,C(853; 1; 159; 276; 383),7,4.640845070422535,3412
853,4,C(853; 1; 187; 234; 344),7,4.640845070422535,3412
853,4,C(853; 1; 217; 388; 397),7,4.640845070422535,3412
853,4,C(853; 1; 319; 393; 406),7,4.640845070422535,3412
