N,K,S,diameter,averageShortestPathLength,edges
175,4,C(175; 1; 6; 28; 65),4,2.9885057471264367,700
175,4,C(175; 1; 7; 40; 76),4,2.9885057471264367,700
175,4,C(175; 1; 7; 65; 76),4,2.9885057471264367,700
175,4,C(175; 1; 8; 45; 72),4,2.9885057471264367,700
175,4,C(175; 1; 9; 22; 60),4,2.9885057471264367,700
175,4,C(175; 1; 11; 18; 63),4,2.9885057471264367,700
175,4,C(175; 1; 11; 30; 46),4,2.9885057471264367,700
175,4,C(175; 1; 12; 33; 40),4,2.9885057471264367,700
175,4,C(175; 1; 14; 32; 38),4,2.9885057471264367,700
175,4,C(175; 1; 15; 25; 78),4,2.9885057471264367,700
175,4,C(175; 1; 16; 36; 45),4,2.9885057471264367,700
175,4,C(175; 1; 16; 42; 62),4,2.9885057471264367,700
175,4,C(175; 1; 17; 23; 54),4,2.9885057471264367,700
175,4,C(175; 1; 17; 30; 40),4,2.9885057471264367,700
175,4,C(175; 1; 17; 39; 65),4,2.9885057471264367,700
175,4,C(175; 1; 17; 42; 55),4,2.9885057471264367,700
175,4,C(175; 1; 18; 30; 75),4,2.9885057471264367,700
175,4,C(175; 1; 19; 31; 85),4,2.9885057471264367,700
175,4,C(175; 1; 19; 34; 45),4,2.9885057471264367,700
175,4,C(175; 1; 20; 25; 82),4,2.9885057471264367,700
175,4,C(175; 1; 20; 25; 83),4,2.9885057471264367,700
175,4,C(175; 1; 20; 53; 64),4,2.9885057471264367,700
175,4,C(175; 1; 23; 28; 36),4,2.9885057471264367,700
175,4,C(175; 1; 23; 62; 81),4,2.9885057471264367,700
175,4,C(175; 1; 24; 30; 81),4,2.9885057471264367,700
175,4,C(175; 1; 25; 60; 68),4,2.9885057471264367,700
175,4,C(175; 1; 26; 46; 60),4,2.9885057471264367,700
175,4,C(175; 1; 28; 50; 65),4,2.9885057471264367,700
175,4,C(175; 1; 29; 40; 63),4,2.9885057471264367,700
175,4,C(175; 1; 30; 53; 65),4,2.9885057471264367,700
175,4,C(175; 1; 32; 60; 75),4,2.9885057471264367,700
175,4,C(175; 1; 33; 45; 60),4,2.9885057471264367,700
175,4,C(175; 1; 34; 77; 82),4,2.9885057471264367,700
175,4,C(175; 1; 38; 48; 54),4,2.9885057471264367,700
175,4,C(175; 1; 38; 72; 81),4,2.9885057471264367,700
175,4,C(175; 1; 41; 55; 73),4,2.9885057471264367,700
175,4,C(175; 1; 45; 51; 69),4,2.9885057471264367,700
175,4,C(175; 1; 45; 54; 71),4,2.9885057471264367,700
175,4,C(175; 1; 48; 68; 84),4,2.9885057471264367,700
175,4,C(175; 1; 49; 65; 72),4,2.9885057471264367,700
175,4,C(175; 1; 60; 72; 80),4,2.9885057471264367,700
175,4,C(175; 1; 65; 74; 79),4,2.9885057471264367,700
