N,K,S,diameter,averageShortestPathLength,edges
1281,4,C(1281; 1; 22; 79; 536),7,5.1828125,5124
1281,4,C(1281; 1; 23; 130; 227),7,5.1828125,5124
1281,4,C(1281; 1; 33; 210; 362),7,5.1828125,5124
1281,4,C(1281; 1; 46; 237; 588),7,5.1828125,5124
1281,4,C(1281; 1; 68; 107; 510),7,5.1828125,5124
1281,4,C(1281; 1; 102; 356; 491),7,5.1828125,5124
1281,4,C(1281; 1; 132; 435; 467),7,5.1828125,5124
1281,4,C(1281; 1; 139; 407; 522),7,5.1828125,5124
1281,4,C(1281; 1; 155; 431; 522),7,5.1828125,5124
1281,4,C(1281; 1; 171; 381; 395),7,5.1828125,5124
1281,4,C(1281; 1; 203; 459; 483),7,5.1828125,5124
1281,4,C(1281; 1; 281; 584; 633),7,5.1828125,5124
1281,4,C(1281; 1; 325; 404; 524),7,5.1828125,5124
1281,4,C(1281; 1; 380; 557; 607),7,5.1828125,5124
1281,4,C(1281; 1; 421; 470; 612),7,5.1828125,5124
