N,K,S,diameter,averageShortestPathLength,edges
65,4,C(65; 1; 4; 10; 26),3,2.25,260
65,4,C(65; 1; 4; 10; 29),3,2.25,260
65,4,C(65; 1; 4; 11; 17),3,2.25,260
65,4,C(65; 1; 4; 11; 20),3,2.25,260
65,4,C(65; 1; 4; 11; 24),3,2.25,260
65,4,C(65; 1; 4; 11; 28),3,2.25,260
65,4,C(65; 1; 4; 13; 19),3,2.25,260
65,4,C(65; 1; 4; 13; 20),3,2.25,260
65,4,C(65; 1; 4; 13; 29),3,2.25,260
65,4,C(65; 1; 4; 14; 20),3,2.25,260
65,4,C(65; 1; 4; 14; 21),3,2.25,260
65,4,C(65; 1; 4; 15; 21),3,2.25,260
65,4,C(65; 1; 4; 15; 24),3,2.25,260
65,4,C(65; 1; 4; 15; 28),3,2.25,260
65,4,C(65; 1; 4; 16; 26),3,2.25,260
65,4,C(65; 1; 4; 17; 28),3,2.25,260
65,4,C(65; 1; 4; 17; 29),3,2.25,260
65,4,C(65; 1; 4; 18; 27),3,2.25,260
65,4,C(65; 1; 4; 19; 29),3,2.25,260
65,4,C(65; 1; 4; 20; 27),3,2.25,260
65,4,C(65; 1; 4; 21; 28),3,2.25,260
65,4,C(65; 1; 5; 8; 23),3,2.25,260
65,4,C(65; 1; 5; 8; 25),3,2.25,260
65,4,C(65; 1; 5; 8; 27),3,2.25,260
65,4,C(65; 1; 5; 12; 21),3,2.25,260
65,4,C(65; 1; 5; 12; 28),3,2.25,260
65,4,C(65; 1; 5; 12; 31),3,2.25,260
65,4,C(65; 1; 5; 13; 16),3,2.25,260
65,4,C(65; 1; 5; 13; 24),3,2.25,260
65,4,C(65; 1; 5; 13; 28),3,2.25,260
65,4,C(65; 1; 5; 13; 29),3,2.25,260
65,4,C(65; 1; 5; 14; 21),3,2.25,260
65,4,C(65; 1; 5; 14; 31),3,2.25,260
65,4,C(65; 1; 5; 16; 19),3,2.25,260
65,4,C(65; 1; 5; 16; 23),3,2.25,260
65,4,C(65; 1; 5; 16; 29),3,2.25,260
65,4,C(65; 1; 5; 17; 25),3,2.25,260
65,4,C(65; 1; 5; 17; 28),3,2.25,260
65,4,C(65; 1; 5; 18; 25),3,2.25,260
65,4,C(65; 1; 5; 18; 27),3,2.25,260
65,4,C(65; 1; 5; 19; 31),3,2.25,260
65,4,C(65; 1; 5; 21; 29),3,2.25,260
65,4,C(65; 1; 5; 23; 26),3,2.25,260
65,4,C(65; 1; 5; 23; 31),3,2.25,260
65,4,C(65; 1; 5; 24; 27),3,2.25,260
65,4,C(65; 1; 5; 25; 28),3,2.25,260
65,4,C(65; 1; 6; 9; 20),3,2.25,260
65,4,C(65; 1; 6; 9; 23),3,2.25,260
65,4,C(65; 1; 6; 9; 26),3,2.25,260
65,4,C(65; 1; 6; 10; 23),3,2.25,260
65,4,C(65; 1; 6; 10; 24),3,2.25,260
65,4,C(65; 1; 6; 10; 31),3,2.25,260
65,4,C(65; 1; 6; 14; 24),3,2.25,260
65,4,C(65; 1; 6; 15; 19),3,2.25,260
65,4,C(65; 1; 6; 15; 23),3,2.25,260
65,4,C(65; 1; 6; 15; 26),3,2.25,260
