N,K,S,diameter,averageShortestPathLength,edges
101,4,C(101; 1; 4; 19; 28),4,2.54,404
101,4,C(101; 1; 4; 27; 42),4,2.54,404
101,4,C(101; 1; 4; 29; 41),4,2.54,404
101,4,C(101; 1; 5; 22; 46),4,2.54,404
101,4,C(101; 1; 6; 21; 35),4,2.54,404
101,4,C(101; 1; 7; 16; 28),4,2.54,404
101,4,C(101; 1; 7; 25; 30),4,2.54,404
101,4,C(101; 1; 11; 17; 47),4,2.54,404
101,4,C(101; 1; 11; 19; 43),4,2.54,404
101,4,C(101; 1; 11; 20; 36),4,2.54,404
101,4,C(101; 1; 11; 40; 46),4,2.54,404
101,4,C(101; 1; 12; 16; 47),4,2.54,404
101,4,C(101; 1; 12; 21; 28),4,2.54,404
101,4,C(101; 1; 12; 21; 48),4,2.54,404
101,4,C(101; 1; 14; 18; 26),4,2.54,404
101,4,C(101; 1; 14; 23; 48),4,2.54,404
101,4,C(101; 1; 15; 18; 25),4,2.54,404
101,4,C(101; 1; 15; 24; 35),4,2.54,404
101,4,C(101; 1; 15; 24; 41),4,2.54,404
101,4,C(101; 1; 16; 19; 26),4,2.54,404
101,4,C(101; 1; 16; 37; 44),4,2.54,404
101,4,C(101; 1; 18; 29; 39),4,2.54,404
101,4,C(101; 1; 19; 27; 32),4,2.54,404
101,4,C(101; 1; 24; 32; 43),4,2.54,404
101,4,C(101; 1; 25; 32; 40),4,2.54,404
101,4,C(101; 1; 26; 41; 46),4,2.54,404
101,4,C(101; 1; 27; 36; 42),4,2.54,404
101,4,C(101; 1; 35; 42; 46),4,2.54,404
