Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(351; 1, 26)";13;8,84;702;8181177
"C(351; 1, 28)";13;8,84;702;8181177
"C(351; 1, 53)";13;8,84;702;8181177
"C(351; 1, 55)";13;8,84;702;8181177
"C(351; 1, 80)";13;8,84;702;8181177
"C(351; 1, 82)";13;8,84;702;8181177
"C(351; 1, 107)";13;8,84;702;8181177
"C(351; 1, 109)";13;8,84;702;8181177
"C(351; 1, 134)";13;8,84;702;8181177
"C(351; 1, 136)";13;8,84;702;8181177
"C(351; 1, 161)";13;8,84;702;8181177
"C(351; 1, 163)";13;8,84;702;8181177
