Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(53; 1, 4, 10, 17)";3;2,07692;212;7856878
"C(53; 1, 5, 8, 19)";3;2,07692;212;7856878
"C(53; 1, 5, 14, 21)";3;2,07692;212;7856878
"C(53; 1, 5, 17, 25)";3;2,07692;212;7856878
"C(53; 1, 6, 14, 17)";3;2,07692;212;7856878
"C(53; 1, 7, 11, 16)";3;2,07692;212;7856878
"C(53; 1, 7, 12, 16)";3;2,07692;212;7856878
"C(53; 1, 9, 13, 16)";3;2,07692;212;7856878
"C(53; 1, 9, 13, 24)";3;2,07692;212;7856878
"C(53; 1, 10, 14, 17)";3;2,07692;212;7856878
"C(53; 1, 10, 16, 24)";3;2,07692;212;7856878
"C(53; 1, 13, 19, 23)";3;2,07692;212;7856878
"C(53; 1, 15, 21, 25)";3;2,07692;212;7856878
"C(53; 1, 17, 21, 24)";3;2,07692;212;7856878
