Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(26; 1, 2, 3, 10)";2;1,68;104;354414
"C(26; 1, 3, 4, 10)";2;1,68;104;354414
"C(26; 1, 3, 7, 12)";2;1,68;104;354414
"C(26; 1, 4, 5, 12)";2;1,68;104;354414
"C(26; 1, 5, 6, 8)";2;1,68;104;354414
"C(26; 1, 5, 7, 8)";2;1,68;104;354414
"C(26; 1, 5, 8, 11)";2;1,68;104;354414
"C(26; 1, 5, 8, 12)";2;1,68;104;354414
"C(26; 1, 5, 9, 12)";2;1,68;104;354414
"C(26; 1, 6, 7, 10)";2;1,68;104;354414
"C(26; 1, 8, 9, 12)";2;1,68;104;354414
"C(26; 1, 9, 10, 12)";2;1,68;104;354414
