Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(161; 1, 14, 34)";5;3,625;483;11639636
"C(161; 1, 16, 39)";5;3,625;483;11639636
"C(161; 1, 17, 28)";5;3,625;483;11639636
"C(161; 1, 19, 49)";5;3,625;483;11639636
"C(161; 1, 21, 29)";5;3,625;483;11639636
"C(161; 1, 28, 71)";5;3,625;483;11639636
"C(161; 1, 30, 76)";5;3,625;483;11639636
"C(161; 1, 33, 45)";5;3,625;483;11639636
"C(161; 1, 36, 47)";5;3,625;483;11639636
"C(161; 1, 50, 77)";5;3,625;483;11639636
