Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(35; 1, 4, 10)";3;2,11765;105;6456
"C(35; 1, 5, 8)";3;2,11765;105;6456
"C(35; 1, 5, 14)";3;2,11765;105;6456
"C(35; 1, 5, 16)";3;2,11765;105;6456
"C(35; 1, 6, 9)";3;2,11765;105;6456
"C(35; 1, 6, 10)";3;2,11765;105;6456
"C(35; 1, 6, 16)";3;2,11765;105;6456
"C(35; 1, 7, 10)";3;2,11765;105;6456
"C(35; 1, 7, 11)";3;2,11765;105;6456
"C(35; 1, 9, 14)";3;2,11765;105;6456
"C(35; 1, 9, 15)";3;2,11765;105;6456
"C(35; 1, 11, 15)";3;2,11765;105;6456
"C(35; 1, 11, 16)";3;2,11765;105;6456
